survey_year,canonical_variable,canonical_axis,official_source,source_type,provenance,period,geography,definition_evidence,unit_evidence,sample,methodology,limitations,license,raw_variable,code_values,weight_variable,confidence,status
2013,survey_month,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,조사기간별(월),month,UNKNOWN,year-specific respondent codebook,"respondent rows not ingested; exact sampling/weight formula not reconstructed",UNKNOWN,chasu,"1:1월;2:2월;3:3월;4:4월;5:5월;6:6월;7:7월;8:8월;9:9월;10:10월;11:11월;12:12월",wt,HIGH,FIELD_LEVEL_VERIFIED
2013,residence_country,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,거주국별,country code,UNKNOWN,year-specific respondent codebook,"city mapping is separate; full country/city auxiliary codebook reconciliation pending",UNKNOWN,nat,"1 일본;2 중국;3 홍콩;4 싱가포르;5 대만;6 태국;7 말레이시아;8 호주;9 미국;10 캐나다;11 영국;12 독일;13 프랑스;14 러시아;15 중동;16 인도;97 기타",wt,HIGH,FIELD_LEVEL_VERIFIED
2013,respondent_demographics,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,"거주도시;성별;학력;직업;연령",mixed,UNKNOWN,year-specific respondent codebook,"category frames remain year-specific until explicit harmonization",UNKNOWN,"city;sex;edu;job;age","sex 1남성 2여성 9무응답; age 0=15~20 1=21~30 2=31~40 3=41~50 4=51~60 5=61+ 9=모름/무응답; city 별도파일",wt,HIGH,FIELD_LEVEL_VERIFIED
2013,travel_type,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,문1 여행 형태,category,UNKNOWN,year-specific respondent codebook,"exact questionnaire filter/universe not independently reconstructed",UNKNOWN,q1,"1 개별여행;2 단체여행;3 Air-tel Tour;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2013,repeat_visit,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,문2-2 최근 3년간 한국방문 횟수,visit count/category,UNKNOWN,year-specific respondent codebook,"pre-2015 recent-3-years definition; do not pool with 2015+ lifetime-basis field",UNKNOWN,"q2b;wq2b","q2b 1=1회;2=2회;3=3회;4=4회이상;9=모름/무응답; wq2b=원자료",wt,HIGH,FIELD_LEVEL_VERIFIED_DEFINITION_BOUND
2013,prior_visit_timing,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,문2-3 최근 한국방문시기(년도&분기),year-quarter/category,UNKNOWN,year-specific respondent codebook,"category frame tied to survey year; no longitudinal recode inferred",UNKNOWN,"q2c;q2c1","q2c includes 2009Q1~2012Q4 and 9999 무응답; q2c1 9=2009 10=2010 11=2011 12=2012 99=무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2013,stay_length,STAY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,문3-2 한국체류기간,day/category,UNKNOWN,year-specific respondent codebook,"mq3a2 raw and mmq3a2 transformed fields must not be conflated; exact survey-universe filter pending",UNKNOWN,"q3a2;mq3a2;mmq3a2","q3a2 1~10=1~10일;11=11~60일;12=61일 이상;999=무응답; mq3a2=원자료; mmq3a2=원자료 with 61일 이상 SYSMISS",wt,HIGH,FIELD_LEVEL_VERIFIED_TRANSFORM_BOUND
2013,multi_country_visit,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,"문4 한국만 방문/한국방문 직전·직후 타국가 방문",category/country,UNKNOWN,year-specific respondent codebook,"conditional universe and full country-code handling remain year-specific",UNKNOWN,"q4a;q4b;q4c;q4b1;q4c1","q4a 1=한국만;2=직전;3=직후;9=무응답; country frame includes 일본 중국 홍콩 싱가포르 대만 호주 태국 미국 캐나다 영국 독일 프랑스 기타 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED_UNIVERSE_PENDING
2013,revisit_intent,POST_TRIP,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,문19 3년 내 재방문 의사,5-point ordinal plus NA/missing,UNKNOWN,year-specific respondent codebook,"semantic comparability to later-wave intention questions requires same-year wording crosswalk",UNKNOWN,q19,"1 전혀 그렇지 않다;2 그렇지 않다;3 보통;4 그렇다;5 매우 그렇다;8 해당 없음;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2013,recommend_intent,POST_TRIP,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,문20 한국 여행 추천 의사,ordinal,UNKNOWN,year-specific respondent codebook,"full displayed code wording not independently extracted in this pass",UNKNOWN,q20,FIELD_EXISTS_CODE_FRAME_EXTRACTION_PENDING,wt,MEDIUM_HIGH,FIELD_LEVEL_VERIFIED_CODE_FRAME_PENDING
