survey_year,canonical_variable,canonical_axis,official_source,source_type,provenance,period,geography,definition_evidence,unit_evidence,sample,methodology,limitations,license,raw_variable,code_values,weight_variable,confidence,status
2011,survey_month,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,조사기간별(월),month,UNKNOWN,year-specific respondent codebook,"raw rows not ingested; universe not independently reconstructed",UNKNOWN,chasu,"1:1월;2:2월;3:3월;4:4월;5:5월;6:6월;7:7월;8:8월;9:9월;10:10월;11:11월;12:12월",wt,HIGH,FIELD_LEVEL_VERIFIED
2011,residence_country,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,거주국별,country code,UNKNOWN,year-specific respondent codebook,"country frame is year-specific; separate country/city codebook required for full city mapping",UNKNOWN,nat,"1 일본;2 중국;3 홍콩;4 싱가포르;5 대만;6 태국;7 말레이시아;8 호주;9 미국;10 캐나다;11 영국;12 독일;13 프랑스;14 러시아;15 중동;16 인도;97 기타",wt,HIGH,FIELD_LEVEL_VERIFIED
2011,respondent_demographics,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,"거주도시; 성별; 학력; 직업; 연령",mixed,UNKNOWN,year-specific respondent codebook,"age bands and occupational frame must remain year-specific until explicit harmonization",UNKNOWN,"city;sex;edu;job;age","sex 1남성 2여성 9무응답; age 0=15~20 1=21~30 2=31~40 3=41~50 4=51~60 5=61+ 9=무응답; city separate codebook",wt,HIGH,FIELD_LEVEL_VERIFIED
2011,travel_type,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,문1 여행 형태,category,UNKNOWN,year-specific respondent codebook,"exact questionnaire universe not independently reconstructed",UNKNOWN,q1,"1 개별여행;2 단체여행;3 Air-tel Tour;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2011,repeat_visit,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,문2-2 최근 3년간 한국방문 횟수,visit count/category,UNKNOWN,year-specific respondent codebook,"pre-2015 definition; do not pool with 2015+ lifetime basis",UNKNOWN,"q2b;wq2b","q2b 1=1회;2=2회;3=3회;4=4회이상;9=모름/무응답; wq2b=원자료",wt,HIGH,FIELD_LEVEL_VERIFIED_DEFINITION_BOUND
2011,prior_visit_timing,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,문2-3 최근 한국 방문 시기(년도&분기),year-quarter/category,UNKNOWN,year-specific respondent codebook,"category frame is tied to survey year",UNKNOWN,"q2c;q2c1","q2c codes 2008Q1~2011Q4;9999 무응답; q2c1 8=2008 9=2009 10=2010 11=2011 99=무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2011,stay_length,STAY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,문3-2 한국체류기간,day/category,UNKNOWN,"year-specific respondent codebook; official survey history says 2011 target expanded to stays of 1 day or more and within 1 year","2011 is a population/universe regime break; raw mq3a2 and transformed mmq3a2 must not be conflated",UNKNOWN,"q3a2;mq3a2;mmq3a2","q3a2 1~10=1~10일;11=11~60일; mq3a2=원자료; mmq3a2=원자료 with 61일 이상 SYSMISS",wt,HIGH,FIELD_LEVEL_VERIFIED_REGIME_BREAK
2011,multi_country_visit,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,"문4 한국만 방문/한국방문 직전·직후 타국가 방문",category/country multiple response,UNKNOWN,year-specific respondent codebook,"country codes and conditional universe remain year-specific",UNKNOWN,"q4a;q4b;q4c;q4b1:q4b3;q4c1:q4c3","q4a 1=한국만;2=직전;3=직후;9=무응답; country frame includes 일본 중국 홍콩 싱가포르 대만 호주 태국 미국 캐나다 영국 독일 프랑스 러시아 인도 말레이시아 중동 기타",wt,HIGH,FIELD_LEVEL_VERIFIED_UNIVERSE_PENDING
2011,decision_timing,SEARCH,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,문5 한국여행 결정 시점,month/category,UNKNOWN,year-specific respondent codebook,"conditional universe not independently checked",UNKNOWN,"q5;mq5","q5 1=1개월;2=2개월;3=3~4개월;4=5~9개월;5=10개월 이상;99=무응답; mq5=원자료(개월)",wt,HIGH,FIELD_LEVEL_VERIFIED
2011,alternative_country_consideration,COMPETITIVE_DESTINATION,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,"문6 여행전 다른 국가 방문 검토 여부 및 검토국가",category/country multiple response,UNKNOWN,year-specific respondent codebook,"country frame and conditional universe must remain year-specific",UNKNOWN,"q6;q6a1:q6a5","q6 1=처음부터 한국;2=다른 국가와 비교 후 한국;9=무응답; q6a country codes year-specific",wt,HIGH,FIELD_LEVEL_VERIFIED_UNIVERSE_PENDING
2011,visit_purpose,WHY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,문7 방한 목적,category,UNKNOWN,year-specific respondent codebook,"category frame is year-specific",UNKNOWN,q7,"1 여가/위락/개별휴가;2 건강 및 치료;3 종교 및 순례;4 쇼핑;5 친구/친지 방문;6 사업 또는 전문 활동;7 교육;8 기타;99 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2011,travel_motivation,WHY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,문7-1~3 여행동기,category/ranked multiple response,UNKNOWN,year-specific respondent codebook,"ranked response handling and full code wording should remain year-specific",UNKNOWN,"q7a1;q7a2;q7a3","code frame includes 자연풍경 쇼핑 역사/문화유적 음식 휴양 유흥 패션 기후 비용 거리 안전 숙박/교통 한류 치료 미용 여가시간 스포츠 경제발전 교육 비즈니스 가족친지 추천 경유 사람 종교 비자 언어 공연/축제 기타 무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2011,information_source,SEARCH,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,문8 여행 정보 입수 경로 1~3순위,category/ranked multiple response,UNKNOWN,year-specific respondent codebook,"ranked response treatment requires same-year handling",UNKNOWN,"q8a1;q8a2;q8a3","1 여행사;2 친지/친구/동료;3 인터넷;4 관광안내서적;5 보도;6 한국기관;7 항공사/호텔;9 정보를 얻지 않았다;97 기타;99 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2011,accommodation_type,STAY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,문10 숙박시설,multiple response category,UNKNOWN,year-specific respondent codebook,"multiple-response coding; no occupancy-night weighting inferred",UNKNOWN,"q10a1:q10a7","호텔;유스호스텔/게스트하우스/여관;콘도/펜션/레지던스;친척/친구집;학교/회사 기숙사/연수원;사찰;기타;99 무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2011,visited_places,DO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,"문11 한국여행 방문지; 문12 좋았던 방문지",place code/multiple response,UNKNOWN,year-specific respondent codebook,"large historical place code frame; do not remap to later region taxonomy without explicit crosswalk",UNKNOWN,"q11a1:q11a27;q11b1:q11b27;q12a1:q12a3","same-year place code frame",wt,HIGH,FIELD_LEVEL_VERIFIED_CODE_FRAME_COMPLETION_PENDING
2011,expenditure_by_travel_type,SPEND,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14090&cbIdx=1127&streFileNm=d30d1a95-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2011,Korea inbound foreign visitors,"문16 지출금액; 개별여행/단체여행 및 항목별 원자료",USD,UNKNOWN,year-specific respondent codebook,"travel-type totals/components must not be assumed to share identical inclusion basis; full field reconciliation pending",UNKNOWN,"mq15a0:mq15a9;m15a10;mq15b0;mq15b1;mtzq15a6:mtzq15a9","raw monetary values in dollars; mq15a0 individual total; mq15b0 group total; itemized lodging/shopping/food/transport/entertainment/Korean travel agency/culture/sports/other/international air-sea fields",wt,HIGH,FIELD_LEVEL_VERIFIED_BASIS_RECONCILIATION_PENDING
