survey_year,canonical_variable,canonical_axis,official_source,source_type,provenance,period,geography,definition_evidence,unit_evidence,sample,methodology,limitations,license,raw_variable,code_values,weight_variable,confidence,status
2013,survey_month,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,"조사기간별(월)",month,UNKNOWN,year-specific respondent codebook,"raw respondent rows not ingested; universe not independently extracted",UNKNOWN,chasu,"1:1월;2:2월;3:3월;4:4월;5:5월;6:6월;7:7월;8:8월;9:9월;10:10월;11:11월;12:12월",wt,HIGH,FIELD_LEVEL_VERIFIED
2013,residence_country,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,"거주국별",country code,UNKNOWN,year-specific respondent codebook,"year-specific country frame; constituent-country definition of 중동 not exposed in retrieved text",UNKNOWN,nat,"1 일본;2 중국;3 홍콩;4 싱가포르;5 대만;6 태국;7 말레이시아;8 호주;9 미국;10 캐나다;11 영국;12 독일;13 프랑스;14 러시아;15 중동;16 인도;97 기타",wt,HIGH,FIELD_LEVEL_VERIFIED
2013,residence_city,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,"거주도시; 별도 국가 및 도시 코드북 제공",city code,UNKNOWN,year-specific respondent codebook,"complete code frame delegated to separate same-year country/city codebook",UNKNOWN,city,"separate official country/city codebook",wt,HIGH,FIELD_LEVEL_VERIFIED_CODE_FRAME_SEPARATE
2013,sex,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,성별,category,UNKNOWN,year-specific respondent codebook,"universe not independently extracted",UNKNOWN,sex,"1 남성;2 여성;9 무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2013,education,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,학력별,category,UNKNOWN,year-specific respondent codebook,"survey-specific categories",UNKNOWN,edu,"1 고졸이하;2 대졸;3 대학원 이상;4 기타;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2013,occupation,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,직업별,category,UNKNOWN,year-specific respondent codebook,"survey-specific categories",UNKNOWN,job,"1 공무원/군인;2 기업인/경영직;3 사무/기술직;4 판매/서비스직;5 전문직;6 생산/기능/노무직;7 자영업자;8 학생;9 주부;10 은퇴자;11 무직;12 기타;99 무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2013,age,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,연령별,age band,UNKNOWN,year-specific respondent codebook,"survey-specific bands; do not silently recode",UNKNOWN,age,"0 15~20세;1 21~30세;2 31~40세;3 41~50세;4 51~60세;5 61세 이상;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2013,repeat_visit_recent3y,BEHAVIOR,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,"문2-2 최근 3년간 한국방문 횟수",count category,UNKNOWN,year-specific respondent codebook,"definition explicitly bounded to recent 3 years; must not be equated to post-2015 no-time-limit construct",UNKNOWN,q2b,"1 1회;2 2회;3 3회;4 4회이상;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED_DEFINITION_BOUND
2013,repeat_visit_recent3y_raw,BEHAVIOR,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,"문2-2 최근 3년간 한국방문 횟수 원자료",raw count,UNKNOWN,year-specific respondent codebook,"raw numeric range/missing not exposed in retrieved text",UNKNOWN,wq2b,"원자료",wt,HIGH,FIELD_NAME_VERIFIED_RANGE_UNKNOWN
2013,prior_visit_timing,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,"문2-3 최근 한국방문시기(년도&분기)",year-quarter category,UNKNOWN,year-specific respondent codebook,"retrieved code frame includes 2009Q1-2012Q4 and 9999 missing; earlier values if any not inferred",UNKNOWN,q2c,"5:2009Q1;6:2009Q2;7:2009Q3;8:2009Q4;9:2010Q1;10:2010Q2;11:2010Q3;12:2010Q4;13:2011Q1;14:2011Q2;15:2011Q3;16:2011Q4;17:2012Q1;18:2012Q2;19:2012Q3;20:2012Q4;9999 무응답",wt,HIGH,FIELD_LEVEL_VERIFIED_PARTIAL_CODE_FRAME
2013,stay_length,STAY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,"문3-2 한국체류기간",day/category,UNKNOWN,year-specific respondent codebook,"survey eligibility and analytical handling must remain distinct",UNKNOWN,q3a2,"1:1일;2:2일;3:3일;4:4일;5:5일;6:6일;7:7일;8:8일;9:9일;10:10일;11:11~60일;12:61일 이상;999 무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2013,stay_length_raw,STAY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,"문3-2 한국체류기간 원자료",raw days,UNKNOWN,year-specific respondent codebook,"raw numeric range/missing not exposed in retrieved text",UNKNOWN,mq3a2,"원자료",wt,HIGH,FIELD_NAME_VERIFIED_RANGE_UNKNOWN
2013,stay_length_analysis_raw,STAY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14092&cbIdx=1127&streFileNm=f0cfd13a-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2013,Korea inbound foreign visitors,"문3-2 한국체류기간 원자료; 61일 이상 SYSMISS",raw days,UNKNOWN,year-specific respondent codebook,"field-level transform marker only; not proof of all published average-stay formulas",UNKNOWN,mmq3a2,"원자료(61일 이상 SYSMISS)",wt,HIGH,FIELD_LEVEL_VERIFIED_TRANSFORM_MARKER
