survey_year,canonical_variable,canonical_axis,official_source,source_type,provenance,period,geography,definition_evidence,unit_evidence,sample,methodology,limitations,license,raw_variable,code_values,weight_variable,confidence,status
2014,survey_month,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14093&cbIdx=1603&streFileNm=06f44e0e-6236-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2014,Korea inbound foreign visitors,조사기간별(월),month,UNKNOWN,year-specific respondent codebook,"raw respondent rows not ingested; universe not independently extracted",UNKNOWN,chasu,"1:1월;2:2월;3:3월;4:4월;5:5월;6:6월;7:7월;8:8월;9:9월;10:10월;11:11월;12:12월",wt,HIGH,FIELD_LEVEL_VERIFIED
2014,residence_country,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14093&cbIdx=1603&streFileNm=06f44e0e-6236-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2014,Korea inbound foreign visitors,거주국별,country code,UNKNOWN,year-specific respondent codebook,"constituent-country definition of 중동 not exposed in retrieved text",UNKNOWN,nat,"1 일본;2 중국;3 홍콩;4 싱가포르;5 대만;6 태국;7 말레이시아;8 호주;9 미국;10 캐나다;11 영국;12 독일;13 프랑스;14 러시아;15 중동;16 인도;97 기타",wt,HIGH,FIELD_LEVEL_VERIFIED
2014,residence_city,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14093&cbIdx=1603&streFileNm=06f44e0e-6236-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2014,Korea inbound foreign visitors,"거주도시; 별도 국가 및 도시 코드북 제공",city code,UNKNOWN,year-specific respondent codebook,"complete code frame delegated to separate same-year country/city codebook",UNKNOWN,city,"separate official country/city codebook",wt,HIGH,FIELD_LEVEL_VERIFIED_CODE_FRAME_SEPARATE
2014,repeat_visit_recent3y,BEHAVIOR,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14093&cbIdx=1603&streFileNm=06f44e0e-6236-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2014,Korea inbound foreign visitors,"문1-1 최근 3년간 한국방문 횟수",count category,UNKNOWN,year-specific respondent codebook,"definition explicitly bounded to recent 3 years; official survey history states this changes to lifetime basis in 2015",UNKNOWN,q1a,"1 1회;2 2회;3 3회;4 4회이상;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED_DEFINITION_BOUND
2014,repeat_visit_recent3y_raw,BEHAVIOR,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14093&cbIdx=1603&streFileNm=06f44e0e-6236-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2014,Korea inbound foreign visitors,"문1-1 최근 3년간 한국방문 횟수 원자료",raw count,UNKNOWN,year-specific respondent codebook,"raw numeric range/missing not exposed in retrieved official indexed text",UNKNOWN,wq1a,원자료,wt,HIGH,FIELD_NAME_VERIFIED_RANGE_UNKNOWN
2014,prior_visit_timing,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14093&cbIdx=1603&streFileNm=06f44e0e-6236-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2014,Korea inbound foreign visitors,"문1-2 최근 한국방문시기(년도&분기)",year-quarter category,UNKNOWN,year-specific respondent codebook,"q1b1/q1b2 field names are exposed but their detailed value frames were not independently extracted",UNKNOWN,q1b,"1:2011Q1;2:2011Q2;3:2011Q3;4:2011Q4;5:2012Q1;6:2012Q2;7:2012Q3;8:2012Q4;9:2013Q1;10:2013Q2;11:2013Q3;12:2013Q4;13:2014Q1;14:2014Q2;15:2014Q3;16:2014Q4;21:2011;22:2012;23:2013;24:2014;9999 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2014,visited_province_city,DO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14093&cbIdx=1603&streFileNm=06f44e0e-6236-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2014,Korea inbound foreign visitors,"문9 한국여행 방문지(17개 시도)",multi-response province/city category,UNKNOWN,year-specific respondent codebook,"2014 survey history explicitly records expansion of visit-place items; detailed POI-level mapping is larger and not fully reproduced here",UNKNOWN,"yq9a01~yq9a99","1 서울;2 부산;3 대구;4 인천;5 광주;6 대전;7 울산;8 경기;9 강원;10 충북;11 충남;12 전북;13 전남;14 경북;15 경남;16 제주;17 세종;97 기타;99 없다/모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED_2014_VISIT_PLACE_REGIME
2014,visited_region_group,DO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14093&cbIdx=1603&streFileNm=06f44e0e-6236-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2014,Korea inbound foreign visitors,"문9 한국여행 방문지(권역별)",multi-response region category,UNKNOWN,year-specific respondent codebook,"derivation relationship between province/city fields and region-group fields not independently verified",UNKNOWN,"grp1~grp99","1 서울;2 인천;3 경기;4 강원;5 충청;6 경상;7 전라;8 제주;9 기타;99 없다/모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2014,stay_length,STAY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14093&cbIdx=1603&streFileNm=06f44e0e-6236-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2014,Korea inbound foreign visitors,"문10 한국 체류기간_category",day/category,UNKNOWN,year-specific respondent codebook,"survey eligibility and analytical handling remain distinct",UNKNOWN,q10,"1:1일;2:2일;3:3일;4:4일;5:5일;6:6일;7:7일;8:8일;9:9일;10:10일;11:11~20일;12:21~30일;13:31~60일;14:61~90일;15:91일 이상;999 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2014,stay_length_raw,STAY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14093&cbIdx=1603&streFileNm=06f44e0e-6236-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2014,Korea inbound foreign visitors,"문10 한국 체류기간 원자료",raw days,UNKNOWN,year-specific respondent codebook,"raw numeric range/missing not exposed in retrieved official indexed text",UNKNOWN,mq10,원자료,wt,HIGH,FIELD_NAME_VERIFIED_RANGE_UNKNOWN
2014,stay_length_analysis_raw,STAY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14093&cbIdx=1603&streFileNm=06f44e0e-6236-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2014,Korea inbound foreign visitors,"문10 한국 체류기간 원자료; 61일 이상 SYSMISS",raw days,UNKNOWN,year-specific respondent codebook,"field-level transform marker only; not proof of all published average-stay formulas",UNKNOWN,mmq10,"원자료(61일 이상 SYSMISS)",wt,HIGH,FIELD_LEVEL_VERIFIED_TRANSFORM_MARKER
2014,overall_satisfaction,SATISFACTION,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14093&cbIdx=1603&streFileNm=06f44e0e-6236-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2014,Korea inbound foreign visitors,"문13 한국여행에 대한 전반적 만족도",5-point Likert plus not-applicable/missing,UNKNOWN,year-specific respondent codebook,"positive aggregation rule not inferred; universe/skip not independently extracted",UNKNOWN,q13,"1 매우 불만족;2 불만족;3 보통;4 만족;5 매우 만족;8 해당 없음;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
