survey_year,canonical_variable,canonical_axis,official_source,source_type,provenance,period,geography,definition_evidence,unit_evidence,sample,methodology,limitations,license,raw_variable,code_values,weight_variable,confidence,status
2007,survey_month,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official same-year codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,조사기간별(월),month,UNKNOWN,same-year respondent codebook,"respondent bytes not ingested; exact fieldwork dates within each month UNKNOWN",UNKNOWN,chasu,"1 1월;2 2월;3 3월;4 4월;5 5월;6 6월;7 7월;8 8월;9 9월;10 10월;11 11월;12 12월",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,residence_country,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official same-year codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,거주국별,country category,UNKNOWN,same-year respondent codebook,"country frame is year-specific and must not be replaced with later-wave country coding",UNKNOWN,nat,"1 일본;2 중국;3 홍콩;4 싱가포르;5 대만;6 태국;7 말레이시아;8 호주;9 미국;10 캐나다;11 영국;12 독일;13 프랑스;14 러시아;15 중동;97 기타",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,residence_city,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official same-year codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"거주도시; 별도 국가/도시 코드북 참조",city code,UNKNOWN,same-year respondent codebook,"full city code frame not exhaustively extracted in this run",UNKNOWN,city,"separate official country/city code file referenced by codebook",wt,HIGH,FIELD_NAME_VERIFIED_CODE_FRAME_EXTERNAL
2007,sex,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official same-year codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,성별,category,UNKNOWN,same-year respondent codebook,"universe/filter not independently extracted",UNKNOWN,sex,"1 남성;2 여성;3 무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,education,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official same-year codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,학력별,category,UNKNOWN,same-year respondent codebook,"universe/filter not independently extracted",UNKNOWN,edu,"1 고졸이하;2 대졸;3 대학원 이상;4 기타;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,occupation,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official same-year codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,직업별,category,UNKNOWN,same-year respondent codebook,"universe/filter not independently extracted",UNKNOWN,job,"1 공무원·군인;2 기업인·경영직;3 사무·기술직;4 판매·서비스직;5 전문직;6 생산·기능·노무직;7 자영업자;8 학생;9 주부;10 은퇴자;11 무직;12 기타;99 무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,age_group,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official same-year codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,연령별,age band,UNKNOWN,same-year respondent codebook,"eligibility minimum age and exact sample-design use of age require same-year methodology source",UNKNOWN,age,"0 15~20세;1 21~30세;2 31~40세;3 41~50세;4 51~60세;5 61세 이상;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,visit_purpose,WHY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official same-year codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,방한목적별,category,UNKNOWN,same-year respondent codebook,"raw field label is aggregate/coded purpose field; exact questionnaire wording and universe not independently extracted",UNKNOWN,dd2,"1 여가·위락·개별휴가;2 친구·친지 방문;3 사업 또는 전문활동;4 건강 및 치료;5 종교 및 순례;6 기타",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,travel_type,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official same-year codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,여행형태별,category,UNKNOWN,same-year respondent codebook,"exact questionnaire wording/universe not independently extracted",UNKNOWN,dd14,"1 개별여행;2 단체여행;3 Air-tel Tour",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,weight,WEIGHT,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official same-year codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,가중치,weight,UNKNOWN,same-year respondent codebook,"weight field existence/name verified; construction formula, calibration cells, nonresponse adjustment, trimming/capping and zero-cell treatment UNKNOWN",UNKNOWN,wt,continuous weight field,wt,HIGH,FIELD_NAME_VERIFIED_METHOD_UNKNOWN
