survey_year,canonical_variable,canonical_axis,official_source,source_type,provenance,period,geography,definition_evidence,unit_evidence,sample,methodology,limitations,license,raw_variable,code_values,weight_variable,confidence,status
2008,survey_month,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14087&cbIdx=1603&streFileNm=577abc20-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2008,Korea inbound foreign visitors,"조사기간별(월); codebook explicitly states Incheon Airport could not be surveyed in April May and November 2008",month,"11,978 total sample reported in official survey history after India sample expansion",year-specific respondent codebook; report presented quarterly because April May November survey was unavailable at Incheon Airport,"calendar-month code frame exists but observed monthly coverage is structurally incomplete; do not infer missing months or construct continuous monthly series",UNKNOWN,chasu,"1:1월;2:2월;3:3월;4:4월;5:5월;6:6월;7:7월;8:8월;9:9월;10:10월;11:11월;12:12월",wt,HIGH,FIELD_LEVEL_VERIFIED_WITH_STRUCTURAL_MONTH_GAP
2008,survey_quarter,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14087&cbIdx=1603&streFileNm=577abc20-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2008,Korea inbound foreign visitors,"분기별",quarter,"11,978 total sample reported in official survey history after India sample expansion",year-specific respondent codebook; quarterly reporting used due to 2008 Incheon Airport survey interruption,"quarterly presentation does not restore missing respondent collection in April May November",UNKNOWN,qua,"1:1분기;2:2분기;3:3분기;4:4분기",wt,HIGH,FIELD_LEVEL_VERIFIED
2008,residence_country,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14087&cbIdx=1603&streFileNm=577abc20-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2008,Korea inbound foreign visitors,거주국별,country code,"11,978 total sample; India added in 2008 official survey history",year-specific respondent codebook,"2008 frame includes India as named category; do not back-cast to 2007 country frame",UNKNOWN,nat,"1 일본;2 중국;3 홍콩;4 싱가포르;5 대만;6 태국;7 말레이시아;8 호주;9 미국;10 캐나다;11 영국;12 독일;13 프랑스;14 러시아;15 중동;16 인도;97 기타",wt,HIGH,FIELD_LEVEL_VERIFIED_COUNTRY_FRAME_BREAK
2008,residence_city,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14087&cbIdx=1603&streFileNm=577abc20-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2008,Korea inbound foreign visitors,"거주도시; 별도 외래관광객 실태조사 코드북_국가_도시 파일 제공",city code,"11,978 total sample reported in official survey history",year-specific respondent codebook,"complete city mapping requires separate same-year country/city codebook",UNKNOWN,city,"separate official country/city codebook",wt,HIGH,FIELD_LEVEL_VERIFIED_CODE_FRAME_SEPARATE
2008,sex,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14087&cbIdx=1603&streFileNm=577abc20-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2008,Korea inbound foreign visitors,성별,category,"11,978 total sample reported in official survey history",year-specific respondent codebook,"retrieved codebook frame exposes only male/female; missing/nonresponse behavior not independently established",UNKNOWN,sex,"1 남성;2 여성",wt,HIGH,FIELD_LEVEL_VERIFIED
2008,education,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14087&cbIdx=1603&streFileNm=577abc20-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2008,Korea inbound foreign visitors,학력별,category,"11,978 total sample reported in official survey history",year-specific respondent codebook,"definition and missing category are year-specific",UNKNOWN,edu,"1 고졸이하;2 대졸;3 대학원 이상;4 기타;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2008,occupation,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14087&cbIdx=1603&streFileNm=577abc20-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2008,Korea inbound foreign visitors,직업별,category,"11,978 total sample reported in official survey history",year-specific respondent codebook,"occupation taxonomy is survey-year specific",UNKNOWN,job,"1 공무원/군인;2 기업인/경영직;3 사무/기술직;4 판매/서비스직;5 전문직;6 생산/기능/노무직;7 자영업자;8 학생;9 주부;10 은퇴자;11 무직;12 기타;99 무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2008,age,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14087&cbIdx=1603&streFileNm=577abc20-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2008,Korea inbound foreign visitors,연령별,age band,"11,978 total sample reported in official survey history",year-specific respondent codebook,"age bands must not be silently harmonized to adjacent years",UNKNOWN,age,"0 15~20세;1 21~30세;2 31~40세;3 41~50세;4 51~60세;5 61세 이상;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2008,visit_purpose,WHY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14087&cbIdx=1603&streFileNm=577abc20-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2008,Korea inbound foreign visitors,방한목적별,category,"11,978 total sample reported in official survey history",year-specific respondent codebook,"dd2 is a coded/classification field; exact derivation from questionnaire response not independently extracted",UNKNOWN,dd2,"1 여가/위락/개별휴가;2 친구/친지 방문;3 사업 또는 전문활동;4 건강 및 치료;5 종교 및 순례;6 기타",wt,HIGH,FIELD_LEVEL_VERIFIED
2008,travel_type,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14087&cbIdx=1603&streFileNm=577abc20-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2008,Korea inbound foreign visitors,"여행형태별; codebook also exposes questionnaire field q13 with same three categories",category,"11,978 total sample reported in official survey history",year-specific respondent codebook,"dd13 classification and q13 questionnaire field should not be treated as interchangeable without raw-row reconciliation",UNKNOWN,dd13,"1 개별여행;2 단체여행;3 Air-tel Tour",wt,HIGH,FIELD_LEVEL_VERIFIED
