survey_year,canonical_variable,canonical_axis,official_source,source_type,provenance,period,geography,definition_evidence,unit_evidence,sample,methodology,limitations,license,raw_variable,code_values,weight_variable,confidence,status
2007,survey_month,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"조사기간별(월)",month,UNKNOWN,year-specific respondent codebook,"raw rows not ingested; questionnaire universe/filter not independently extracted",UNKNOWN,chasu,"1:1월;2:2월;3:3월;4:4월;5:5월;6:6월;7:7월;8:8월;9:9월;10:10월;11:11월;12:12월",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,residence_country,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,거주국별,country code,UNKNOWN,year-specific respondent codebook,"2007 frame has 15 named groups plus 기타; do not map to 2008+ without same-year crosswalk",UNKNOWN,nat,"1 일본;2 중국;3 홍콩;4 싱가포르;5 대만;6 태국;7 말레이시아;8 호주;9 미국;10 캐나다;11 영국;12 독일;13 프랑스;14 러시아;15 중동;97 기타",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,residence_city,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"거주도시; 별도 국가/도시 코드북 제공",city code,UNKNOWN,year-specific respondent codebook,"separate country/city codebook required for complete mapping",UNKNOWN,city,"separate official country/city codebook",wt,HIGH,FIELD_LEVEL_VERIFIED_CODE_FRAME_SEPARATE
2007,sex,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,성별,category,UNKNOWN,year-specific respondent codebook,"missing code is 3 in 2007; adjacent-year recode prohibited",UNKNOWN,sex,"1 남성;2 여성;3 무응답",wt,HIGH,FIELD_LEVEL_VERIFIED_REGIME_SPECIFIC_CODE
2007,age,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,연령별,age band,UNKNOWN,year-specific respondent codebook,"age bands are survey-specific and must not be silently recoded",UNKNOWN,age,"0 15~20세;1 21~30세;2 31~40세;3 41~50세;4 51~60세;5 61세 이상;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,travel_type,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,여행형태별,category,UNKNOWN,year-specific respondent codebook,"derived/classification field construction not independently extracted",UNKNOWN,dd14,"1 개별여행;2 단체여행;3 Air-tel Tour",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,visit_purpose,WHY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"문2 한국 방문 목적",category,UNKNOWN,year-specific respondent codebook,"purpose categories are year-specific",UNKNOWN,q2,"1 여가/위락/개별휴가;2 친구/친지 방문;3 사업 또는 전문활동;4 건강 및 치료;5 종교 및 순례;6 기타",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,recent_3y_visit_count,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"문1-1 최근 3년간 방문횟수",visit count,UNKNOWN,year-specific respondent codebook,"codebook search extract did not expose full response-code frame; exact numeric/missing coding remains UNKNOWN",UNKNOWN,mq1a,UNKNOWN,wt,MEDIUM,FIELD_NAME_AND_WORDING_VERIFIED_CODES_UNKNOWN
2007,recent_visit_year,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"문1-2 최근 한국 방문시기(년도)",year,UNKNOWN,year-specific respondent codebook,"response code frame not exposed in retrieved extract",UNKNOWN,q1c1,UNKNOWN,wt,MEDIUM,FIELD_NAME_AND_WORDING_VERIFIED_CODES_UNKNOWN
2007,recent_visit_month,WHEN,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"문1-2 최근 한국 방문시기(월)",month,UNKNOWN,year-specific respondent codebook,"response code frame not exposed in retrieved extract",UNKNOWN,q1c2,UNKNOWN,wt,MEDIUM,FIELD_NAME_AND_WORDING_VERIFIED_CODES_UNKNOWN
2007,destination_selection_process,WHY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"문3-1 여행목적지 선정과정",category,UNKNOWN,year-specific respondent codebook,"missing/nonresponse code not exposed in retrieved extract",UNKNOWN,q3a,"1 처음부터 한국을 목적지로 선정;2 다른 국가와 비교 후 최종 한국 선정",wt,HIGH,FIELD_LEVEL_VERIFIED_PARTIAL_CODE_FRAME
2007,alternative_country_considered,WHY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"문3-1-1 한국과 함께 검토한 국가 1~3",country code,UNKNOWN,year-specific respondent codebook,"full country mapping resides in separate country/city codebook",UNKNOWN,q3a1~q3a3,"separate official country/city codebook",wt,HIGH,FIELD_LEVEL_VERIFIED_CODE_FRAME_SEPARATE
2007,travel_motivation,WHY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"문3-2 여행 동기 1~3",ranked category,UNKNOWN,year-specific respondent codebook,"ranked response fields; do not flatten to unordered multi-response without explicit transform",UNKNOWN,q3b1~q3b3,"1 자연풍경 감상;2 쇼핑;3 역사/문화유적;4 음식/미식 탐방;5 휴양/휴식;6 유흥/놀이시설;7 패션/유행 등 세련된 문화;8 기후/뚜렷한 사계절;9 경제적인 여행비용;10 가까운 거리;11 안전;12 숙박시설/편리한 교통;13 드라마/영화 촬영지·한류스타 팬미팅 경험;14 기타;99 응답거절",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,information_source,SEARCH,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"문4 여행정보 입수 경로 1~3",ranked category,UNKNOWN,year-specific respondent codebook,"ranked response fields; exact skip/filter not independently extracted",UNKNOWN,q4a1~q4a3,"1 여행사;2 친지/친구/동료;3 인터넷;4 관광안내서적;5 보도(TV/라디오/신문/잡지 등);6 한국기관(관광공사/대사관/무역관 등);7 항공사/호텔;8 기타;9 정보를 얻지 않았다;99 무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,korea_tourism_ad_exposure,SEARCH,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"문5 한국관광 광고",binary/category,UNKNOWN,year-specific respondent codebook,"exact exposure period and universe not independently extracted",UNKNOWN,q5,"1 예;2 아니오;9 무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,ad_media_exposure,SEARCH,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"문5-1 광고를 접한 매체 1~7",multi-response/category,UNKNOWN,year-specific respondent codebook,"conditional on ad exposure is plausible from numbering but filter was not separately verified; retain universe UNKNOWN",UNKNOWN,q5a1~q5a7,"1 TV;2 신문;3 잡지;4 라디오;5 인터넷;6 옥외광고;7 기타;9 모름/무응답",wt,MEDIUM,FIELD_AND_CODES_VERIFIED_UNIVERSE_UNKNOWN
2007,satisfaction_overall,SATISFACTION,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"문16-2 한국여행 전반적 만족도",5-point category,UNKNOWN,year-specific respondent codebook,"scale wording differs from item-level q16a wording; do not collapse without explicit recode",UNKNOWN,q16b,"1 매우 불만족;2 불만족;3 보통;4 만족;5 매우 만족;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,satisfaction_items,SATISFACTION,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"문16-1 항목별 만족도: 출입국절차·대중교통·숙박·음식·쇼핑·관광지매력도·관광정보 입수 용이성",5-point category,UNKNOWN,year-specific respondent codebook,"item wording uses 미흡/훌륭 rather than 불만족/만족; semantic equivalence to later waves must not be assumed",UNKNOWN,q16a1~q16a7,"1 매우 미흡;2 미흡;3 보통;4 훌륭;5 매우 훌륭;9 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED_SEMANTIC_SCALE_BREAK
2007,impressive_aspects,POST_TRIP,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,"문17 한국여행에서 인상 깊은 점 1~12",multi-response/category,UNKNOWN,year-specific respondent codebook,"response-selection mechanic/order not independently extracted",UNKNOWN,q17a1~q17a12,"1 독특한 문화유산;2 사람들이 친절;3 자연경관 아름다움;4 활기;5 쇼핑;6 산업발달;7 음식;8 거리 청결;9 밤 놀거리;10 안전;11 청명한 날씨;12 뚜렷한 사계절;97 기타;98 없다;99 모름/무응답",wt,HIGH,FIELD_LEVEL_VERIFIED
2007,weight,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,가중치,weight,UNKNOWN,weight field exists in year-specific codebook,"weight formula; calibration targets; strata; PSU; nonresponse adjustment UNKNOWN",UNKNOWN,wt,UNKNOWN,wt,HIGH,FIELD_EXISTENCE_VERIFIED_FORMULA_UNKNOWN
2007,stay_duration,STAY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=14086&cbIdx=1127&streFileNm=3d08900e-6235-11e8-9868-892a614a29fd.pdf,official KTO/Korea Tourism Data Lab codebook,한국관광공사 한국관광 데이터랩,2007,Korea inbound foreign visitors,UNKNOWN,UNKNOWN,UNKNOWN,year-specific codebook exists,"retrieved official search extracts did not expose same-year stay variable name/code/unit; do not infer from 2008/2009",UNKNOWN,UNKNOWN,UNKNOWN,wt,LOW,MISSING_FIELD_EXTRACTION
