survey_year,canonical_variable,canonical_axis,official_source,source_type,provenance,period,geography,definition_evidence,unit_evidence,sample,methodology,limitations,license,raw_variable,code_values,weight_variable,confidence,status
2023,official_raw_package,PROVENANCE,https://datalab.visitkorea.or.kr/site/portal/ex/bbs/View.do?bcIdx=307451&cateCont=spt05&cbIdx=1127&pageIndex=1,official KTO/Korea Tourism Data Lab raw-package page,한국관광공사 한국관광 데이터랩,2023,Korea inbound foreign visitors,"2023 외래관광객조사 원자료 및 코드북; attachments include PDF code table, SAV, XLSX",file package,"target annual sample 16000; respondent rows not ingested in this run","2023 restored survey method/content to pre-COVID 2019 level; official raw artifacts publicly attached","SAV/XLSX bytes not ingested; exact file-level checksum and row count UNKNOWN","KOGL Type 4 on official package page",PACKAGE,"2._2023_외래관광객조사_코드표.pdf;2023_외래관광객조사_DATA.SAV;2023 외래관광객조사 DATA.xlsx",weight,HIGH,OFFICIAL_RAW_PACKAGE_VERIFIED_NOT_INGESTED
2023,repeat_visit,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=307451&cbIdx=1127&streFileNm=30159b81-b06b-4d49-8d24-df053fa81fd5.pdf,official same-year code table,한국관광공사 한국관광 데이터랩,2023,Korea inbound foreign visitors,"한국 방문횟수 category",visit count/category,"target annual sample 16000",same-year respondent code table,"MVIT raw numeric range and missing representation not independently extracted","KOGL Type 4 on parent package page",RVIT,"1 1회;2 2회;3 3회;4 4회 이상;5 재방문",weight,HIGH,FIELD_LEVEL_VERIFIED
2023,repeat_visit_average,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=307451&cbIdx=1127&streFileNm=30159b81-b06b-4d49-8d24-df053fa81fd5.pdf,official same-year code table,한국관광공사 한국관광 데이터랩,2023,Korea inbound foreign visitors,"한국 방문횟수(평균)",visit count,"target annual sample 16000",same-year respondent code table,"exact transformation from respondent answers to MVIT not independently extracted","KOGL Type 4 on parent package page",MVIT,raw/derived numeric field label,weight,HIGH,FIELD_NAME_VERIFIED_TRANSFORM_UNKNOWN
2023,travel_type,WHO,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=307451&cbIdx=1127&streFileNm=30159b81-b06b-4d49-8d24-df053fa81fd5.pdf,official same-year code table,한국관광공사 한국관광 데이터랩,2023,Korea inbound foreign visitors,여행 형태,category,"target annual sample 16000",same-year respondent code table,"universe/skip not independently extracted","KOGL Type 4 on parent package page",TYP,"1 개별여행;2 Air-tel package(semi-package);3 단체여행(package tour)",weight,HIGH,FIELD_LEVEL_VERIFIED
2023,visit_purpose,WHY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=307451&cbIdx=1127&streFileNm=30159b81-b06b-4d49-8d24-df053fa81fd5.pdf,official same-year code table,한국관광공사 한국관광 데이터랩,2023,Korea inbound foreign visitors,"문1 주요 방한 목적",category,"target annual sample 16000",same-year respondent code table,"missing code/universe not independently exposed in retrieved indexed text","KOGL Type 4 on parent package page",Q1,"1 여가·위락·휴식;2 친구·친지 방문;3 사업 또는 전문 활동;4 교육(어학 프로그램·연수 등);5 기타",weight,HIGH,FIELD_LEVEL_VERIFIED
2023,korea_interest_trigger,WHY,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=307451&cbIdx=1127&streFileNm=30159b81-b06b-4d49-8d24-df053fa81fd5.pdf,official same-year code table,한국관광공사 한국관광 데이터랩,2023,Korea inbound foreign visitors,"문1-1 한국여행 관심 계기; multi-response top-3 field family",multi-response category,"target annual sample 16000",same-year respondent code table,"full code list beyond retrieved official excerpt not exhaustively captured; exact multiple-response universe/ordering rules UNKNOWN","KOGL Type 4 on parent package page","Q1_1a1~Q1_1a3","retrieved codes include 1 새로운 국가;2 과거 방문 경험;3 한국 행사;4 여행경비 적합;5 이동거리/비행시간;6 다양한 항공노선;7 한류 콘텐츠;8 한국 전통문화;9 관광지 정보;10 가성비 여행상품;11 기타",weight,HIGH,FIELD_FAMILY_VERIFIED
2023,alternative_asia_consideration,COMPETITIVE_DESTINATION,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=307451&cbIdx=1127&streFileNm=30159b81-b06b-4d49-8d24-df053fa81fd5.pdf,official same-year code table,한국관광공사 한국관광 데이터랩,2023,Korea inbound foreign visitors,"문2 방문을 고려한 아시아 국가",multi-response country/category,"target annual sample 16000",same-year respondent code table,"field suffix semantics and missing/don't-know coding not independently extracted","KOGL Type 4 on parent package page","Q2a1~Q2a_dk","1 일본;2 중국;3 대만;4 홍콩;5 싱가포르;6 태국;7 말레이시아;8 마카오;9 인도;10 인도네시아;11 필리핀;12 베트남;13 캄보디아;14 기타;15 없다",weight,HIGH,FIELD_FAMILY_VERIFIED
2023,shopping_place,SPEND,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=307451&cbIdx=1127&streFileNm=30159b81-b06b-4d49-8d24-df053fa81fd5.pdf,official same-year code table,한국관광공사 한국관광 데이터랩,2023,Korea inbound foreign visitors,"문10-3 쇼핑 장소",multi-response place category,"target annual sample 16000",same-year respondent code table,"universe/skip and no-shopping handling not independently extracted","KOGL Type 4 on parent package page","Q10_3a1~Q10_3a3","1 공항 면세점;2 시내 면세점;3 로드샵;4 전통시장;5 백화점;6 대형 쇼핑몰;7 대형마트;8 기타",weight,HIGH,FIELD_FAMILY_VERIFIED
2023,overall_satisfaction,SATISFACTION,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=307451&cbIdx=1127&streFileNm=30159b81-b06b-4d49-8d24-df053fa81fd5.pdf,official same-year code table,한국관광공사 한국관광 데이터랩,2023,Korea inbound foreign visitors,"문11 전반적 만족도",5-point scale,"target annual sample 16000",same-year respondent code table,"no positive aggregation inferred; missing code/universe not independently extracted","KOGL Type 4 on parent package page",Q11,"1 매우 불만족;2 불만족;3 보통;4 만족;5 매우 만족",weight,HIGH,FIELD_LEVEL_VERIFIED
2023,item_satisfaction,SATISFACTION,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=307451&cbIdx=1127&streFileNm=30159b81-b06b-4d49-8d24-df053fa81fd5.pdf,official same-year code table,한국관광공사 한국관광 데이터랩,2023,Korea inbound foreign visitors,"문12 항목별 만족도 field family",5-point scale,"target annual sample 16000",same-year respondent code table,"26 item labels not exhaustively extracted in this run; not-applicable/missing handling UNKNOWN","KOGL Type 4 on parent package page","Q12a01~Q12a26","1 매우 불만족;2 불만족;3 보통;4 만족;5 매우 만족",weight,HIGH,FIELD_FAMILY_VERIFIED_ITEM_LABELS_PARTIAL
2023,revisit_intention,SATISFACTION_REPEAT,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=307451&cbIdx=1127&streFileNm=30159b81-b06b-4d49-8d24-df053fa81fd5.pdf,official same-year code table,한국관광공사 한국관광 데이터랩,2023,Korea inbound foreign visitors,"문13 재방문 의사",5-point intention scale,"target annual sample 16000",same-year respondent code table,"intent is not actual revisit behavior; missing/universe not independently extracted","KOGL Type 4 on parent package page",Q13,"1 전혀 그렇지 않다;2 별로 그렇지 않다;3 보통;4 대체로 그렇다;5 매우 그렇다",weight,HIGH,FIELD_LEVEL_VERIFIED_INTENT_NOT_BEHAVIOR
2023,recommendation_intention,SATISFACTION_REPEAT,https://datalab.visitkorea.or.kr/common/board/Download.do?bcIdx=307451&cbIdx=1127&streFileNm=30159b81-b06b-4d49-8d24-df053fa81fd5.pdf,official same-year code table,한국관광공사 한국관광 데이터랩,2023,Korea inbound foreign visitors,"문14 타인 추천 의향",5-point intention scale,"target annual sample 16000",same-year respondent code table,"retrieved official excerpt directly shows lower scale anchor; complete displayed code list not independently extracted here","KOGL Type 4 on parent package page",Q14,"1 전혀 그렇지 않다; scale continues in same-year codebook",weight,MEDIUM,FIELD_NAME_AND_SCALE_FAMILY_VERIFIED_FULL_CODES_PARTIAL
